molecule_chembl_id,canonical_smiles,standard_value,compound_classification
CHEMBL3216702,CCCn1c(-c2ccccn2)cc(C(=O)NCCCN2CCN(c3cccc(Cl)c3Cl)CC2)c1C.Cl.Cl.Cl.Cl,397.0,active
CHEMBL1212957,Cc1c(C(=O)NCCCN2CCN(c3cccc(Cl)c3Cl)CC2)cc(-c2cccnc2)n1C,7.0,active
CHEMBL1214546,CCCn1c(-c2cccnc2)cc(C(=O)NCCCN2CCN(c3cccc(Cl)c3Cl)CC2)c1C,133.0,active
CHEMBL1214547,Cc1c(C(=O)NCCCN2CCN(c3cccc(Cl)c3Cl)CC2)cc(-c2ccncc2)n1C,85.0,active
CHEMBL1214594,CCCn1c(-c2ccncc2)cc(C(=O)NCCCN2CCN(c3cccc(Cl)c3Cl)CC2)c1C,78.0,active
CHEMBL1214595,Cc1cccc(N2CCN(CCNC(=O)c3cc(C(C)(C)C)n(C)c3C)CC2)c1C,908.0,active
CHEMBL1214596,Cc1cccc(N2CCN(CCCNC(=O)c3cc(C(C)(C)C)n(C)c3C)CC2)c1C,252.0,active
CHEMBL1214597,Cc1c(C(=O)NCCN2CCN(c3cccc(Cl)c3Cl)CC2)cc(C(C)(C)C)n1C.Cl,45.0,active
CHEMBL1213673,Cc1[nH]c(C(C)(C)C)cc1C(=O)NCCCN1CCN(c2cccc(Cl)c2Cl)CC1.Cl,860.0,active
CHEMBL1213674,Cc1c(C(=O)NCCCN2CCN(c3cccc(Cl)c3Cl)CC2)cc(C(C)(C)C)n1C,375.0,active
CHEMBL1213675,Cc1c(Cl)cccc1N1CCN(CCNC(=O)c2cc(-c3ccccc3)n(C)c2C)CC1,7096.0,intermediate
CHEMBL1213676,Cc1c(Cl)cccc1N1CCN(CCNC(=O)c2cc(C(C)(C)C)n(C)c2C)CC1,54.0,active
CHEMBL1224224,CN(C)CCC(c1ccc2ccccc2c1)n1ncnn1,138.0,active
CHEMBL41,CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1,3.1,active
CHEMBL637,COc1ccc(C(CN(C)C)C2(O)CCCCC2)cc1,35.0,active
CHEMBL528995,Clc1ccc(C23CNCC2C3)cc1Cl,215.0,active
CHEMBL1224303,CN(C)CCC(c1ccc(Cl)c(Cl)c1)n1ncnn1,279.0,active
CHEMBL1224381,CNCCC(c1ccc(Cl)c(Cl)c1)n1ncnn1,181.0,active
CHEMBL1224382,CNCC[C@@H](c1ccc(Cl)c(Cl)c1)n1nnc(C)n1,143.0,active
CHEMBL1224383,CNCC[C@@H](c1ccc(Cl)c(Cl)c1)n1nnc(-n2nccn2)n1,660.0,active
CHEMBL1224227,CNCCC(c1ccc2ccccc2c1)n1ncnn1,32.0,active
CHEMBL1082723,C[C@H]1Cc2c([nH]c3cc(Cl)c(F)cc23)[C@@]2(N1)C(=O)Nc1ccc(Cl)cc12,10000.0,inactive
CHEMBL1272092,COc1c(C)nc(C)nc1C(=O)NCCN1CCN(c2cccc(Cl)c2Cl)CC1.Cl,646.0,active
CHEMBL1272041,COc1c(C)nc(C)nc1C(=O)NCCN1CCN(c2cccc(C)c2C)CC1.Cl,2096.0,intermediate
CHEMBL1272040,COc1c(C)nc(C)nc1C(=O)NCCCN1CCN(c2cccc(C)c2C)CC1.Cl,892.0,active
CHEMBL1271985,Cc1cc(C(=O)NCCCN2CCN(c3cccc(C)c3C)CC2)nc(C2CC2)n1.Cl,347.0,active
CHEMBL1271984,CSc1nc(C)cc(C(=O)NCCN2CCN(c3cccc(Cl)c3Cl)CC2)n1.Cl,881.0,active
CHEMBL1271930,CSc1nc(C)cc(C(=O)NCCN2CCN(c3cccc(C)c3C)CC2)n1.Cl,1014.0,intermediate
CHEMBL1271929,CSc1nc(C)cc(C(=O)NCCCN2CCN(c3cccc(C)c3C)CC2)n1.Cl,394.0,active
CHEMBL1271874,Cc1cc(C(=O)NCCN2CCN(c3cccc(C)c3C)CC2)nc(C(C)(C)C)n1.Cl,6374.0,intermediate
CHEMBL1271873,Cc1cc(C(=O)NCCCN2CCN(c3cccc(C)c3C)CC2)nc(C(C)(C)C)n1.Cl,537.0,active
CHEMBL1271816,Cc1nc(C(=O)NCCCN2CCN(c3cccc(C)c3C)CC2)cc(C(C)(C)C)n1.Cl,730.0,active
CHEMBL1271815,Cc1nc(C(=O)NCCCN2CCN(c3cccc(C)c3C)CC2)cc(C(C)C)n1.Cl,1213.0,intermediate
CHEMBL1271757,Cc1nc(C(=O)NCCCN2CCN(c3cccc(Cl)c3Cl)CC2)cc(-c2ccccc2)n1.Cl,588.0,active
CHEMBL1271756,Cc1nc(C(=O)NCCCN2CCN(c3cccc(Cl)c3Cl)CC2)cc(C(C)C)n1.Cl,644.0,active
CHEMBL1271698,Cc1cc(C(=O)NCCCN2CCN(c3cccc(Cl)c3Cl)CC2)nc(C)n1.Cl,289.0,active
CHEMBL180630,CN(C)CCCc1c[nH]c2ccc(C#N)cc12,2.0,active
CHEMBL196468,CN(C)C[C@H]1C[C@@H]1c1c[nH]c2ccc(C#N)cc12,0.48,active
CHEMBL552167,CN(C)C[C@H]1CCC[C@@H]1c1c[nH]c2ccc(C#N)cc12,0.13,active
CHEMBL1276117,CN(C)C1CCC(c2c[nH]c3cccc(F)c23)C1,31.0,active
CHEMBL1276164,CN(C)C1CCC(c2c[nH]c3cccc(Br)c23)C1,5.3,active
CHEMBL1276165,CN(C)C1CCC(c2c[nH]c3ccc(C#N)cc23)C1,0.48,active
CHEMBL1276166,CN(C)C1CCC(c2c[nH]c3ccc(F)cc23)C1,1.7,active
CHEMBL1276224,CN(C)C1CCC(c2c[nH]c3ccc(Cl)cc23)C1,3.0,active
CHEMBL1276225,CN(C)C1CCC(c2c[nH]c3ccc(Br)cc23)C1,4.3,active
CHEMBL1276226,CN(C)C1CCC(c2c[nH]c3cc(F)ccc23)C1,5.1,active
CHEMBL1276227,CN(C)C1CCC(c2c[nH]c3cc(Cl)ccc23)C1,6.5,active
CHEMBL1276249,CN(C)C1CCC(c2c[nH]c3cc(Br)ccc23)C1,9.6,active
CHEMBL1276250,CN(C)C1CCC(c2c[nH]c3c(F)cccc23)C1,3.3,active
CHEMBL1276251,CN(C)C1CCC(c2c[nH]c3c(Cl)cccc23)C1,1.4,active
CHEMBL1276252,CN(C)C1CCC(c2c[nH]c3c(Br)cccc23)C1,1.6,active
CHEMBL1276297,N#Cc1ccc2[nH]cc(C3CCC(N)C3)c2c1,32.0,active
CHEMBL1276298,CNC1CCC(c2c[nH]c3ccc(C#N)cc23)C1,8.5,active
CHEMBL1276299,CCNC1CCC(c2c[nH]c3ccc(C#N)cc23)C1,6.6,active
CHEMBL1275669,CCCNC1CCC(c2c[nH]c3ccc(C#N)cc23)C1,30.0,active
CHEMBL1276873,N#Cc1ccc2[nH]cc(C3CCC(NCc4ccccc4)C3)c2c1,15.0,active
CHEMBL1276960,N#Cc1ccc2[nH]cc(C3CCC(NCCc4ccccc4)C3)c2c1,10.0,active
CHEMBL1275670,CCN(C)C1CCC(c2c[nH]c3ccc(C#N)cc23)C1,1.6,active
CHEMBL1276961,CCN(CC)C1CCC(c2c[nH]c3ccc(C#N)cc23)C1,6.2,active
CHEMBL1276962,CN(Cc1ccccc1)C1CCC(c2c[nH]c3ccc(C#N)cc23)C1,5.3,active
CHEMBL1277048,CN(CCc1ccccc1)C1CCC(c2c[nH]c3ccc(C#N)cc23)C1,6.2,active
CHEMBL1277049,N#Cc1ccc2[nH]cc(C3CCC(N4CCCC4)C3)c2c1,3.0,active
CHEMBL1277050,N#Cc1ccc2[nH]cc(C3CCC(N4CCCCC4)C3)c2c1,65.0,active
CHEMBL1277137,N#Cc1ccc2[nH]cc(C3CCC(N4CCOCC4)C3)c2c1,110.0,active
CHEMBL1277138,N#Cc1ccc2[nH]cc(C3CCC(N4Cc5ccccc5C4)C3)c2c1,6.8,active
CHEMBL1277229,N#Cc1ccc2[nH]cc(C3CCC(N4CCc5ccccc5C4)C3)c2c1,6.5,active
CHEMBL1275671,CCN(C)C1CCC(c2c[nH]c3ccc(F)cc23)C1,3.7,active
CHEMBL1275707,CCN(CC)C1CCC(c2c[nH]c3ccc(F)cc23)C1,7.3,active
CHEMBL1275708,Fc1ccc2[nH]cc(C3CCC(N4CCCC4)C3)c2c1,2.9,active
CHEMBL1275709,CN(C)[C@@H]1CC[C@H](c2c[nH]c3ccc(C#N)cc23)C1,0.22,active
CHEMBL1275729,CN(C)[C@H]1CC[C@H](c2c[nH]c3ccc(C#N)cc23)C1,0.97,active
CHEMBL1275730,CN(C)[C@H]1CC[C@@H](c2c[nH]c3ccc(C#N)cc23)C1,0.38,active
CHEMBL1275731,CN(C)[C@@H]1CC[C@@H](c2c[nH]c3ccc(C#N)cc23)C1,1.3,active
CHEMBL1275791,CN(C)[C@H]1CC[C@@H](c2c[nH]c3ccc(F)cc23)C1,0.63,active
CHEMBL1275792,CN(C)[C@H]1CC[C@H](c2c[nH]c3ccc(F)cc23)C1,5.9,active
CHEMBL1275793,CN(C)[C@@H]1CC[C@H](c2c[nH]c3ccc(F)cc23)C1,2.4,active
CHEMBL1275794,CN(C)[C@@H]1CC[C@@H](c2c[nH]c3ccc(F)cc23)C1,2.8,active
CHEMBL370805,COC(=O)[C@H]1[C@@H](OC(=O)c2ccccc2)C[C@@H]2CC[C@H]1N2C,540.0,active
CHEMBL1643642,Cc1cc(C2=C(c3ccccc3)CC3CCC2S3)on1,10000.0,inactive
CHEMBL1643643,Cc1cc(C2=C(c3ccc(F)cc3)CC3CCC2S3)on1,10000.0,inactive
CHEMBL1643644,Cc1cc(C2=C(c3ccc(Cl)cc3)CC3CCC2S3)on1,10000.0,inactive
CHEMBL1643645,Cc1cc(C2=C(c3ccc(Br)cc3)CC3CCC2S3)on1,10000.0,inactive
CHEMBL1643646,Cc1cc(C2=C(c3ccc(Cl)c(Cl)c3)CC3CCC2S3)on1,10000.0,inactive
CHEMBL1643647,c1ccc(C2=C(c3cc(-c4ccccc4)no3)C3CCC(C2)S3)cc1,10000.0,inactive
CHEMBL1643648,Fc1ccc(C2=C(c3cc(-c4ccccc4)no3)C3CCC(C2)S3)cc1,10000.0,inactive
CHEMBL1643649,Clc1ccc(C2=C(c3cc(-c4ccccc4)no3)C3CCC(C2)S3)cc1,10000.0,inactive
CHEMBL1643650,Brc1ccc(C2=C(c3cc(-c4ccccc4)no3)C3CCC(C2)S3)cc1,10000.0,inactive
CHEMBL1643651,Clc1ccc(C2=C(c3cc(-c4ccccc4)no3)C3CCC(C2)S3)cc1Cl,10000.0,inactive
CHEMBL1643652,Cc1cc([C@@H]2C3CCC(C[C@H]2c2ccccc2)S3)on1,10000.0,inactive
CHEMBL1643653,Cc1cc([C@@H]2C3CCC(C[C@H]2c2ccc(F)cc2)S3)on1,10000.0,inactive
CHEMBL1643654,Cc1cc([C@@H]2C3CCC(C[C@H]2c2ccc(Cl)cc2)S3)on1,7000.0,intermediate
CHEMBL1643655,Cc1cc([C@@H]2C3CCC(C[C@H]2c2ccc(Br)cc2)S3)on1,4000.0,intermediate
CHEMBL1643656,Cc1cc([C@@H]2C3CCC(C[C@H]2c2ccc(Cl)c(Cl)c2)S3)on1,2000.0,intermediate
CHEMBL1643657,c1ccc(-c2cc(C3C4CCC(C[C@H]3c3ccccc3)S4)on2)cc1,10000.0,inactive
CHEMBL1643658,Fc1ccc([C@@H]2CC3CCC(S3)C2c2cc(-c3ccccc3)no2)cc1,10000.0,inactive
CHEMBL1643659,Clc1ccc([C@@H]2CC3CCC(S3)C2c2cc(-c3ccccc3)no2)cc1,10000.0,inactive
CHEMBL1643660,Brc1ccc([C@@H]2CC3CCC(S3)C2c2cc(-c3ccccc3)no2)cc1,10000.0,inactive
CHEMBL1643661,Clc1ccc([C@@H]2CC3CCC(S3)C2c2cc(-c3ccccc3)no2)cc1Cl,10000.0,inactive
CHEMBL1643662,Cc1cc([C@@H]2C3CCC(C[C@@H]2c2ccccc2)S3)on1,10000.0,inactive
CHEMBL1643663,Cc1cc([C@@H]2C3CCC(C[C@@H]2c2ccc(F)cc2)S3)on1,1000.0,active
CHEMBL1643664,Cc1cc([C@@H]2C3CCC(C[C@@H]2c2ccc(Cl)cc2)S3)on1,1000.0,active
CHEMBL1643665,Cc1cc([C@@H]2C3CCC(C[C@@H]2c2ccc(Br)cc2)S3)on1,755.0,active
CHEMBL1643666,Cc1cc([C@@H]2C3CCC(C[C@@H]2c2ccc(Cl)c(Cl)c2)S3)on1,766.0,active
CHEMBL1643667,c1ccc(-c2cc(C3C4CCC(C[C@@H]3c3ccccc3)S4)on2)cc1,10000.0,inactive
CHEMBL1643668,Fc1ccc([C@H]2CC3CCC(S3)C2c2cc(-c3ccccc3)no2)cc1,10000.0,inactive
CHEMBL1643669,Clc1ccc([C@H]2CC3CCC(S3)C2c2cc(-c3ccccc3)no2)cc1Cl,10000.0,inactive
CHEMBL1214060,COC(=O)[C@@H]1C2CCC(C[C@@H]1c1ccc(C)cc1)N2C/C=C/CF,1000.0,active
CHEMBL1643896,CN1[C@H]2CC[C@@H]1[C@@H](C(=O)N1CCCC1)[C@@H](c1ccc(I)cc1)C2,991.0,active
CHEMBL809,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21,3.0,active
CHEMBL1642890,N[C@H]1Cc2ccccc2[C@H](c2ccc(Cl)c(Cl)c2)C1,46.0,active
CHEMBL1642891,N[C@@H]1Cc2ccccc2[C@@H](c2ccc(Cl)c(Cl)c2)C1,1830.0,intermediate
CHEMBL1642892,N[C@@H]1Cc2ccccc2[C@H](c2ccc(Cl)c(Cl)c2)C1,84.0,active
CHEMBL1642893,N[C@H]1Cc2ccccc2[C@@H](c2ccc(Cl)c(Cl)c2)C1,108.0,active
CHEMBL1642894,CN[C@H]1Cc2ccccc2[C@H](c2ccc(Cl)c(Cl)c2)C1,6.0,active
CHEMBL1642895,CN[C@@H]1Cc2ccccc2[C@@H](c2ccc(Cl)c(Cl)c2)C1,125.0,active
CHEMBL1642896,CN[C@@H]1Cc2ccccc2[C@H](c2ccc(Cl)c(Cl)c2)C1,8.0,active
CHEMBL1642897,CN[C@H]1Cc2ccccc2[C@@H](c2ccc(Cl)c(Cl)c2)C1,107.0,active
CHEMBL1642898,CN(C)[C@H]1Cc2ccccc2[C@H](c2ccc(Cl)c(Cl)c2)C1,7.0,active
CHEMBL1642899,CN(C)[C@@H]1Cc2ccccc2[C@@H](c2ccc(Cl)c(Cl)c2)C1,108.0,active
CHEMBL1642900,CN(C)[C@@H]1Cc2ccccc2[C@H](c2ccc(Cl)c(Cl)c2)C1,3.0,active
CHEMBL1642901,CN(C)[C@H]1Cc2ccccc2[C@@H](c2ccc(Cl)c(Cl)c2)C1,20.0,active
CHEMBL1642902,NC[C@@H]1Cc2ccccc2[C@H](c2ccc(Cl)c(Cl)c2)C1,2.0,active
CHEMBL1642903,NC[C@H]1Cc2ccccc2[C@@H](c2ccc(Cl)c(Cl)c2)C1,19.0,active
CHEMBL1642904,NC[C@H]1Cc2ccccc2[C@H](c2ccc(Cl)c(Cl)c2)C1,1.0,active
CHEMBL1642905,NC[C@@H]1Cc2ccccc2[C@@H](c2ccc(Cl)c(Cl)c2)C1,61.0,active
CHEMBL1642906,CNC[C@H]1Cc2ccccc2[C@H](c2ccc(Cl)c(Cl)c2)C1,9.0,active
CHEMBL1642907,CNC[C@@H]1Cc2ccccc2[C@@H](c2ccc(Cl)c(Cl)c2)C1,54.0,active
CHEMBL1642908,CNC[C@@H]1Cc2ccccc2[C@H](c2ccc(Cl)c(Cl)c2)C1,23.0,active
CHEMBL1642909,CNC[C@H]1Cc2ccccc2[C@@H](c2ccc(Cl)c(Cl)c2)C1,16.0,active
CHEMBL1642910,CN(C)C[C@@H]1Cc2ccccc2[C@H](c2ccc(Cl)c(Cl)c2)C1,311.0,active
CHEMBL1642911,CN(C)C[C@H]1Cc2ccccc2[C@H](c2ccc(Cl)c(Cl)c2)C1,970.0,active
CHEMBL1642912,NCC[C@@H]1Cc2ccccc2[C@H](c2ccc(Cl)c(Cl)c2)C1,1.0,active
CHEMBL1642913,NCC[C@H]1Cc2ccccc2[C@@H](c2ccc(Cl)c(Cl)c2)C1,79.0,active
CHEMBL1642914,CN[C@H]1CCc2ccccc2[C@@H]1c1ccc(Cl)c(Cl)c1,42.0,active
CHEMBL1642915,CN[C@@H]1CCc2ccccc2[C@@H]1c1ccc(Cl)c(Cl)c1,1956.0,intermediate
CHEMBL1642916,CN[C@@H]1CCc2ccccc2[C@H]1c1ccc(Cl)c(Cl)c1,2495.0,intermediate
CHEMBL1642917,CN[C@H]1CCc2ccccc2[C@H]1c1ccc(Cl)c(Cl)c1,2827.0,intermediate
CHEMBL528995,Clc1ccc(C23CNCC2C3)cc1Cl,12.0,active
CHEMBL528995,Clc1ccc(C23CNCC2C3)cc1Cl,14.0,active
CHEMBL41,CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1,5.2,active
CHEMBL1642897,CN[C@H]1Cc2ccccc2[C@@H](c2ccc(Cl)c(Cl)c2)C1,107.0,active
CHEMBL1643509,NC1CCN(c2ccc(Cl)c(Cl)c2)c2ccccc21,650.0,active
CHEMBL1643510,CN(C)C1CCN(c2ccc(Cl)c(Cl)c2)c2ccccc21,3.0,active
CHEMBL1643511,CNC1CCN(c2ccc(Cl)c(Cl)c2)c2ccccc21,20.0,active
CHEMBL1643512,N[C@@H]1CCN(c2ccc(Cl)c(Cl)c2)c2ccccc21,116.0,active
CHEMBL1643513,CN[C@@H]1CCN(c2ccc(Cl)c(Cl)c2)c2ccccc21,132.0,active
CHEMBL1643514,CN(C)[C@@H]1CCN(c2ccc(Cl)c(Cl)c2)c2ccccc21,7.0,active
CHEMBL1643515,NC1Cc2ccccc2N(c2ccc(Cl)c(Cl)c2)C1,2550.0,intermediate
CHEMBL1643516,CN(C)C1Cc2ccccc2N(c2ccc(Cl)c(Cl)c2)C1,436.0,active
CHEMBL1643517,CNC1Cc2ccccc2N(c2ccc(Cl)c(Cl)c2)C1,985.0,active
CHEMBL1641622,N[C@H]1Cc2ccccc2N(c2ccc(Cl)c(Cl)c2)C1,2400.0,intermediate
CHEMBL1643518,CN[C@H]1Cc2ccccc2N(c2ccc(Cl)c(Cl)c2)C1,128.0,active
CHEMBL1643519,CN(C)[C@H]1Cc2ccccc2N(c2ccc(Cl)c(Cl)c2)C1,5558.0,intermediate
CHEMBL1644470,c1ccc(-c2cccc(O[C@H]3C[C@@H]4CC[C@H](C3)N4)n2)cc1,7644.0,intermediate
CHEMBL1644471,c1ccc(O[C@H]2C[C@@H]3CC[C@H](C2)N3)cc1,5655.0,intermediate
CHEMBL1644472,CN1[C@H]2CC[C@@H]1C[C@@H](Oc1ccccc1)C2,10000.0,inactive
CHEMBL1644473,Clc1ccc(O[C@H]2C[C@@H]3CC[C@H](C2)N3)cc1,43.0,active
CHEMBL1644474,Clc1cccc(O[C@H]2C[C@@H]3CC[C@H](C2)N3)c1,135.0,active
CHEMBL1644475,Clc1ccccc1O[C@H]1C[C@@H]2CC[C@H](C1)N2,881.0,active
CHEMBL1644476,Brc1cccc(O[C@H]2C[C@@H]3CC[C@H](C2)N3)c1,136.0,active
CHEMBL1644477,Ic1cccc(O[C@H]2C[C@@H]3CC[C@H](C2)N3)c1,106.0,active
CHEMBL1644478,Fc1cccc(O[C@H]2C[C@@H]3CC[C@H](C2)N3)c1,1245.0,intermediate
CHEMBL1644479,Cc1cccc(O[C@H]2C[C@@H]3CC[C@H](C2)N3)c1,624.0,active
CHEMBL1644480,O=[N+]([O-])c1cccc(O[C@H]2C[C@@H]3CC[C@H](C2)N3)c1,86.0,active
CHEMBL1644481,FC(F)(F)c1cccc(O[C@H]2C[C@@H]3CC[C@H](C2)N3)c1,99.0,active
CHEMBL1644482,COc1cccc(O[C@H]2C[C@@H]3CC[C@H](C2)N3)c1,369.0,active
CHEMBL1644483,N#Cc1cccc(O[C@H]2C[C@@H]3CC[C@H](C2)N3)c1,25.0,active
CHEMBL1644600,FC(F)(F)c1cc(O[C@H]2C[C@@H]3CC[C@H](C2)N3)cc(-c2ccccc2)c1,4624.0,intermediate
CHEMBL1644601,Brc1cc(O[C@H]2C[C@@H]3CC[C@H](C2)N3)cc(-c2ccccc2)c1,2610.0,intermediate
CHEMBL1644602,Clc1cc(O[C@H]2C[C@@H]3CC[C@H](C2)N3)cc(-c2ccccc2)c1,452.0,active
CHEMBL1644603,Fc1cc(O[C@H]2C[C@@H]3CC[C@H](C2)N3)cc(-c2ccccc2)c1,905.0,active
CHEMBL1644604,N#Cc1cc(O[C@H]2C[C@@H]3CC[C@H](C2)N3)cc(-c2ccccc2)c1,100.0,active
CHEMBL1644605,N#Cc1cc(O[C@H]2C[C@@H]3CC[C@H](C2)N3)nc(-c2ccccc2)c1,208.0,active
CHEMBL1644606,N#Cc1ccc(-c2cccc(O[C@H]3C[C@@H]4CC[C@H](C3)N4)c2)cc1,105.0,active
CHEMBL1644607,N#Cc1cccc(-c2cccc(O[C@H]3C[C@@H]4CC[C@H](C3)N4)c2)c1,10000.0,inactive
CHEMBL1644608,N#Cc1ccccc1-c1cccc(O[C@H]2C[C@@H]3CC[C@H](C2)N3)c1,2550.0,intermediate
CHEMBL1644609,N#Cc1ccccc1-c1cccc(O[C@H]2C[C@@H]3CC[C@H](C2)N3)n1,8981.0,intermediate
CHEMBL1644610,N#Cc1cc(O[C@H]2C[C@@H]3CC[C@H](C2)N3)nc(-c2ccccc2C#N)c1,48.0,active
CHEMBL11,CN(C)CCCN1c2ccccc2CCc2ccccc21,7.3,active
CHEMBL1672023,NC(Cc1ccc(Cl)cc1)Cc1ccc(Cl)cc1,1900.0,intermediate
CHEMBL549,CN(C)CCCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc21,19.0,active
CHEMBL6731,CC(N)Cc1ccc2c(c1)OCO2,900.0,active
CHEMBL43048,CNC(C)Cc1ccc2c(c1)OCO2,1100.0,intermediate
CHEMBL6467,CSc1ccc(CC(C)N)cc1,200.0,active
CHEMBL1165303,CCNC(Cc1ccc(SC)cc1)Cc1ccc(SC)cc1,2200.0,intermediate
CHEMBL1165775,CSc1ccc(CC(Cc2ccc(SC)cc2)NC=O)cc1,15700.0,inactive
CHEMBL1672015,NC(Cc1ccc2c(c1)OCO2)Cc1ccc2c(c1)OCO2,1600.0,intermediate
CHEMBL1164191,CSc1ccc(CC(N)Cc2ccc(SC)cc2)cc1,2500.0,intermediate
CHEMBL1683902,CN(C)CC1(c2ccc3ccccc3c2)CCCCC1,3.0,active
CHEMBL1683874,CN(C)CC1(c2ccc(Cl)c(Cl)c2)CCCCC1,19.0,active
CHEMBL1683889,CN(C)CC1(c2ccc(F)c(Cl)c2)CCCCC1,31.0,active
CHEMBL1683894,CN(C)CC1(c2ccc(F)cc2)CCCCC1,33.0,active
CHEMBL1683901,CNCC1(c2ccc3ccccc3c2)CCCCC1,34.0,active
CHEMBL1683886,CN(C)CC1(c2cccc(Cl)c2)CCCCC1,55.0,active
CHEMBL1683891,CN(C)CC1(c2ccc(F)c(F)c2)CCCCC1,57.0,active
CHEMBL1681810,CN(C)CC1(c2ccc(C(F)(F)F)cc2)CCCCC1,96.0,active
CHEMBL1683884,CN(C)CC1(c2ccc(Cl)cc2)CCCCC1,102.0,active
CHEMBL1683888,CN(C)CC1(c2ccc(Cl)c(F)c2)CCCCC1,145.0,active
CHEMBL1683875,CCN(C)CC1(c2ccc(Cl)c(Cl)c2)CCCCC1,156.0,active
CHEMBL1683872,CCNCC1(c2ccc(Cl)c(Cl)c2)CCCCC1,158.0,active
CHEMBL1683870,CNCC1(c2ccc(Cl)c(Cl)c2)CCCCC1,169.0,active
CHEMBL1683871,NCC1(c2ccc(Cl)c(Cl)c2)CCCCC1,201.0,active
CHEMBL1683893,CN(C)CC1(c2cccc(F)c2)CCCCC1,224.0,active
CHEMBL1683895,CN(C)CC1(c2ccccc2)CCCCC1,249.0,active
CHEMBL1683882,CN(C)CC1(c2ccc(Cl)c(Cl)c2)CCCC1,278.0,active
CHEMBL1683904,CNCC1(c2ccc(-c3ccccc3)cc2)CCCCC1,286.0,active
CHEMBL1683880,CN1CCN(CC2(c3ccc(Cl)c(Cl)c3)CCCCC2)CC1,299.0,active
CHEMBL1683900,NCC1(c2ccc3ccccc3c2)CCCCC1,305.0,active
CHEMBL1683881,NCC1(c2ccc(Cl)c(Cl)c2)CCCCCC1,637.0,active
CHEMBL1683873,Clc1ccc(C2(CNC3CC3)CCCCC2)cc1Cl,651.0,active
CHEMBL1683890,CNCC1(c2ccc(F)c(Cl)c2)CCCCC1,689.0,active
CHEMBL1683887,CNCC1(c2cccc(Cl)c2)CCCCC1,767.0,active
CHEMBL1683903,NCC1(c2ccc(-c3ccccc3)cc2)CCCCC1,855.0,active
CHEMBL1683883,CN(C)CC1(c2ccc(Cl)c(Cl)c2)CCC1,898.0,active
CHEMBL1683898,CNCC1(c2cccc3ccccc23)CCCCC1,1079.0,intermediate
CHEMBL1683897,NCC1(c2cccc3ccccc23)CCCCC1,1517.0,intermediate
CHEMBL1683896,CN(C)CC1(c2cccc(C(F)(F)F)c2)CCCCC1,1530.0,intermediate
CHEMBL1683885,CNCC1(c2ccc(Cl)cc2)CCCCC1,1870.0,intermediate
CHEMBL1683876,CCN(CC)CC1(c2ccc(Cl)c(Cl)c2)CCCCC1,2240.0,intermediate
CHEMBL1683892,CNCC1(c2ccc(F)c(F)c2)CCCCC1,2723.0,intermediate
CHEMBL1683879,Clc1ccc(C2(CN3CCOCC3)CCCCC2)cc1Cl,7932.0,intermediate
CHEMBL1683877,Clc1ccc(C2(CN3CCCC3)CCCCC2)cc1Cl,8571.0,intermediate
CHEMBL1683878,Clc1ccc(C2(CN3CCCCC3)CCCCC2)cc1Cl,9674.0,intermediate
CHEMBL1683899,CN(C)CC1(c2cccc3ccccc23)CCCCC1,1.0,active
CHEMBL1683905,NCC1(c2cccs2)CCCCC1,10.0,active
CHEMBL1683870,CNCC1(c2ccc(Cl)c(Cl)c2)CCCCC1,169.0,active
CHEMBL1683901,CNCC1(c2ccc3ccccc3c2)CCCCC1,34.0,active
CHEMBL1684042,CC(N)C1(c2ccc(Cl)c(Cl)c2)CCCCC1,540.0,active
CHEMBL1684043,CCC(N)C1(c2ccc(Cl)c(Cl)c2)CCCCC1,660.0,active
CHEMBL1684044,CC(C)CC(N)C1(c2ccc(Cl)c(Cl)c2)CCCCC1,330.0,active
CHEMBL1684045,CNC(C)C1(c2ccc(Cl)c(Cl)c2)CCCCC1,65.0,active
CHEMBL1684046,CNC(CC(C)C)C1(c2ccc(Cl)c(Cl)c2)CCCCC1,5900.0,intermediate
CHEMBL1684047,CC(N(C)C)C1(c2ccc(Cl)c(Cl)c2)CCCCC1,15.0,active
CHEMBL1684048,CC(C)CC(N(C)C)C1(c2ccc(Cl)c(Cl)c2)CCCCC1,10000.0,inactive
CHEMBL1684049,CC(N)C1(c2cccc3ccccc23)CCCCC1,1700.0,intermediate
CHEMBL1684050,CC(N)C1(c2ccc3ccccc3c2)CCCCC1,440.0,active
CHEMBL1684051,CC(N)C1(c2ccc(OC(F)(F)F)cc2)CCCCC1,110.0,active
CHEMBL1684052,CC(N)C1(c2ccc(OC(C)(C)C)cc2)CCCCC1,7100.0,intermediate
CHEMBL1684053,CC(N)C1(c2cccs2)CCCCC1,10000.0,inactive
CHEMBL1684054,CC(N)C1(c2ccc(-c3ccccc3)cc2)CCCCC1,260.0,active
CHEMBL1684055,CC(N(C)C)C1(c2ccc3ccccc3c2)CCCCC1,1.0,active
CHEMBL1684042,CC(N)C1(c2ccc(Cl)c(Cl)c2)CCCCC1,410.0,active
