molecule_chembl_id,canonical_smiles,compound_classification,MW,LogP,NumHDonors,NumHAcceptors,pIC50
CHEMBL386288,COc1cccc2c1CC(N(CCCc1c[nH]c3ccc(F)cc13)C1CCC1)CO2,active,408.5170000000002,5.106400000000004,1.0,3.0,6.3979400086720375
CHEMBL211480,COc1cccc2c1CC(N(CCCc1c[nH]c3ccc(F)cc13)CC1CC1)CO2,active,408.5170000000002,4.963900000000004,1.0,3.0,7.370590400897281
CHEMBL378073,CCCN(CCCc1c[nH]c2ccc(F)cc12)C1COc2cccc(OC)c2C1,active,396.5060000000002,4.963900000000004,1.0,3.0,6.413412695328245
CHEMBL209262,CCN(CCCc1c[nH]c2ccc(F)cc12)C1COc2cccc(OC)c2C1,active,382.47900000000016,4.573800000000004,1.0,3.0,7.1938200260161125
CHEMBL210656,COc1cccc2c1CC(N(C)CCCc1c[nH]c3ccc(F)cc13)CO2,active,368.4520000000001,4.1837000000000035,1.0,3.0,7.823908740944319
CHEMBL379181,CN1CCCCCCCCCCCC(=O)OCC2C(CC3CCC2N3C)c2ccc1cc2,active,440.6720000000002,6.146900000000007,0.0,4.0,6.346787486224656
CHEMBL380056,CN1CCCCCCCCCC(=O)OCC2C(CC3CCC2N3C)c2ccc1cc2,active,412.61800000000017,5.366700000000006,0.0,4.0,6.42021640338319
CHEMBL211372,CN1C2CCC1C1COC(=O)CCCCCCCCC(=O)Nc3ccc(cc3)C1C2,active,412.57400000000007,4.869000000000004,1.0,4.0,8.10790539730952
CHEMBL214209,CN1C2CCC1C1COC(=O)CCCCCC(=O)Nc3ccc(cc3)C1C2,active,370.493,3.6987000000000023,1.0,4.0,6.698970004336019
CHEMBL209707,c1ccc(CCC(c2ccccc2)N2CCNCC2)cc1,active,280.41499999999996,3.2657000000000007,1.0,2.0,7.638272163982407
CHEMBL384687,c1ccc(CCC(Cc2ccccc2)N2CCNCC2)cc1,active,294.44200000000006,3.135700000000001,1.0,2.0,7.638272163982407
CHEMBL214003,CCOc1ccccc1CC(c1ccccc1)N1CCCNCC1,active,324.46800000000013,3.6644000000000014,1.0,3.0,6.522878745280337
CHEMBL212877,Clc1ccccc1CC(c1ccccc1)N1CCCNCC1,active,314.8600000000001,3.919100000000003,1.0,2.0,7.376750709602099
CHEMBL534942,Cl.Clc1ccccc1CC(c1ccccc1)N1CCNCC1,active,337.29400000000015,3.9508000000000036,1.0,2.0,7.886056647693163
CHEMBL534942,Cl.Clc1ccccc1CC(c1ccccc1)N1CCNCC1,active,337.29400000000015,3.9508000000000036,1.0,2.0,8.4089353929735
CHEMBL540107,CCOc1ccccc1C[C@@H](c1ccccc1)N1CCNCC1.Cl,active,346.9020000000001,3.6961000000000026,1.0,3.0,8.008773924307505
CHEMBL534723,CCOc1ccccc1C[C@H](c1ccccc1)N1CCNCC1.Cl,active,346.9020000000001,3.6961000000000026,1.0,3.0,7.886056647693163
CHEMBL386224,CCOc1ccccc1CC(c1ccccc1)N1CCNCC1,active,310.4410000000001,3.274300000000001,1.0,3.0,7.886056647693163
CHEMBL212878,c1ccc(C(Cc2cccc3ccccc23)N2CCNCC2)cc1,active,316.44800000000004,4.028800000000002,1.0,2.0,7.920818753952375
CHEMBL425961,c1ccc(C(Cc2ccc3ccccc3c2)N2CCNCC2)cc1,active,316.44800000000004,4.028800000000002,1.0,2.0,7.769551078621726
CHEMBL376952,c1ccc(C(Cc2ccccn2)N2CCNCC2)cc1,active,267.376,2.2706,1.0,3.0,6.638272163982407
CHEMBL214004,c1ccc(C(Cc2ccncc2)N2CCNCC2)cc1,active,267.3759999999999,2.2706,1.0,3.0,7.42021640338319
CHEMBL214056,Clc1cccc(CC(c2ccccc2)N2CCNCC2)c1Cl,active,335.278,4.182400000000003,1.0,2.0,8.4089353929735
CHEMBL377900,Clc1ccc(Cl)c(CC(c2ccccc2)N2CCNCC2)c1,active,335.2780000000002,4.182400000000004,1.0,2.0,8.086186147616283
CHEMBL211527,Clc1ccc(CC(c2ccccc2)N2CCNCC2)c(Cl)c1,active,335.27800000000013,4.182400000000003,1.0,2.0,7.958607314841775
CHEMBL214259,Clc1cccc(Cl)c1CC(c1ccccc1)N1CCNCC1,active,335.27800000000013,4.182400000000004,1.0,2.0,7.920818753952375
CHEMBL378319,Clc1ccccc1CC(c1cccnc1)N1CCNCC1,active,301.8210000000001,2.9240000000000013,1.0,3.0,7.853871964321762
CHEMBL213229,CCOc1ccccc1CC(c1cccnc1)N1CCNCC1,active,311.4290000000001,2.6693,1.0,4.0,7.337242168318426
CHEMBL213496,CCOc1ccccc1CC(c1cncs1)N1CCNCC1,active,317.45800000000014,2.7308000000000003,1.0,5.0,7.3979400086720375
CHEMBL377189,Clc1ccccc1CC(c1cncs1)N1CCNCC1,active,307.8500000000001,2.985500000000001,1.0,4.0,7.920818753952375
CHEMBL210116,CCOc1ccccc1CC(c1nccs1)N1CCNCC1,active,317.45800000000014,2.7308000000000003,1.0,5.0,7.4089353929735005
CHEMBL213030,Clc1ccccc1CC(c1nccs1)N1CCNCC1,active,307.8500000000001,2.9855,1.0,4.0,7.102372908709558
CHEMBL211412,Fc1ccccc1C(Cc1ccccc1Cl)N1CCNCC1,active,318.82300000000015,3.6681000000000026,1.0,2.0,7.522878745280337
CHEMBL378447,CCOc1ccccc1CC(c1ccccc1F)N1CCNCC1,active,328.4310000000001,3.413400000000001,1.0,3.0,8.0
CHEMBL214121,Fc1cccc(C(Cc2ccccc2Cl)N2CCNCC2)c1,active,318.8230000000001,3.6681000000000026,1.0,2.0,7.823908740944319
CHEMBL214395,CCOc1ccccc1CC(c1cccc(F)c1)N1CCNCC1,active,328.4310000000001,3.413400000000001,1.0,3.0,7.552841968657781
CHEMBL213785,Fc1ccc(C(Cc2ccccc2Cl)N2CCNCC2)cc1,active,318.82300000000004,3.6681000000000026,1.0,2.0,7.886056647693163
CHEMBL214159,CCOc1ccccc1CC(c1ccc(F)cc1)N1CCNCC1,active,328.4310000000001,3.413400000000001,1.0,3.0,7.769551078621726
CHEMBL41,CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1,active,309.33099999999996,4.435000000000003,1.0,2.0,7.795880017344075
CHEMBL14370,CCOc1ccccc1OC(c1ccccc1)C1CNCCO1,active,313.39700000000005,3.1938000000000004,1.0,4.0,6.229147988357855
CHEMBL1175,CNCC[C@H](Oc1cccc2ccccc12)c1cccs1,active,297.423,4.630900000000003,1.0,3.0,8.221848749616356
CHEMBL213287,Clc1ccccc1CC(c1ccccc1)N1CCNCC1,active,300.8330000000001,3.5290000000000017,1.0,2.0,8.267606240177031
CHEMBL214237,c1ccc(CC(c2ccccc2)N2CCNCC2)cc1,active,266.388,2.8756000000000004,1.0,2.0,7.853871964321762
CHEMBL214240,Clc1cccc(CC(c2ccccc2)N2CCNCC2)c1,active,300.833,3.5290000000000017,1.0,2.0,8.0268721464003
CHEMBL386223,N#Cc1cccc(CC(c2ccccc2)N2CCNCC2)c1,active,291.3980000000001,2.747280000000001,1.0,3.0,8.397940008672037
CHEMBL379536,NC(=O)c1cccc(CC(c2ccccc2)N2CCNCC2)c1,active,309.41300000000007,1.9744999999999997,2.0,3.0,6.6777807052660805
CHEMBL212763,COc1cccc(CC(c2ccccc2)N2CCNCC2)c1,active,296.4140000000001,2.8842000000000008,1.0,3.0,7.6020599913279625
CHEMBL214273,FC(F)(F)c1cccc(CC(c2ccccc2)N2CCNCC2)c1,active,334.38500000000016,3.8944000000000027,1.0,2.0,7.886056647693163
CHEMBL213287,Clc1ccccc1CC(c1ccccc1)N1CCNCC1,active,300.8330000000001,3.5290000000000017,1.0,2.0,8.267606240177031
CHEMBL378418,Brc1ccccc1CC(c1ccccc1)N1CCNCC1,active,345.28400000000016,3.638100000000003,1.0,2.0,7.823908740944319
CHEMBL375131,FC(F)(F)Oc1ccccc1CC(c1ccccc1)N1CCNCC1,active,350.3840000000002,3.774200000000003,1.0,3.0,7.886056647693163
CHEMBL210027,FC(F)(F)c1ccccc1CC(c1ccccc1)N1CCNCC1,active,334.38500000000016,3.8944000000000027,1.0,2.0,8.0
CHEMBL210028,Cc1ccccc1CC(c1ccccc1)N1CCNCC1,active,280.4150000000001,3.184020000000001,1.0,2.0,7.920818753952375
CHEMBL210126,CCc1ccccc1CC(c1ccccc1)N1CCNCC1,active,294.44200000000006,3.4380000000000015,1.0,2.0,7.795880017344075
CHEMBL214335,COc1ccccc1CC(c1ccccc1)N1CCNCC1,active,296.41400000000004,2.8842000000000008,1.0,3.0,7.7447274948966935
CHEMBL386224,CCOc1ccccc1CC(c1ccccc1)N1CCNCC1,active,310.4410000000001,3.274300000000001,1.0,3.0,7.886056647693163
CHEMBL213754,CCCOc1ccccc1CC(c1ccccc1)N1CCNCC1,active,324.46800000000013,3.6644000000000014,1.0,3.0,7.657577319177793
CHEMBL379205,FC(F)(F)COc1ccccc1CC(c1ccccc1)N1CCNCC1,active,364.4110000000002,3.8167000000000035,1.0,3.0,7.42021640338319
CHEMBL213035,N#Cc1ccccc1CC(c1ccccc1)N1CCNCC1,active,291.398,2.74728,1.0,3.0,7.060480747381382
CHEMBL209969,NC(=O)c1ccccc1CC(c1ccccc1)N1CCNCC1,active,309.41300000000007,1.9745,2.0,3.0,6.3979400086720375
CHEMBL213632,CS(=O)(=O)c1ccccc1CC(c1ccccc1)N1CCNCC1,active,344.4800000000002,2.2791000000000006,1.0,4.0,6.3979400086720375
CHEMBL41,CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1,active,309.33099999999996,4.435000000000003,1.0,2.0,7.795880017344075
CHEMBL14370,CCOc1ccccc1OC(c1ccccc1)C1CNCCO1,active,313.39700000000005,3.1938000000000004,1.0,4.0,6.229147988357855
CHEMBL1175,CNCC[C@H](Oc1cccc2ccccc12)c1cccs1,active,297.423,4.630900000000003,1.0,3.0,8.221848749616356
CHEMBL210026,Oc1cccc(CC(c2ccccc2)N2CCNCC2)c1,active,282.38700000000006,2.5812,2.0,3.0,8.022276394711152
CHEMBL220247,CC(C)CC(c1ccc(Cl)cc1)C1CCCCN1,active,265.8279999999999,4.611800000000004,1.0,1.0,6.309803919971486
CHEMBL370805,COC(=O)[C@H]1[C@@H](OC(=O)c2ccccc2)C[C@@H]2CC[C@H]1N2C,active,303.35800000000006,1.8677,0.0,5.0,6.6020599913279625
CHEMBL219281,Clc1ccc(C(CCc2ccccc2)C2CCCCN2)cc1,active,313.87200000000007,5.198500000000005,1.0,1.0,6.187086643357144
CHEMBL219707,Clc1ccc(C(CC2CCCCC2)C2CCCCN2)cc1,active,305.8929999999999,5.536100000000005,1.0,1.0,6.0
CHEMBL219649,CCCC(c1ccc(Cl)c(Cl)c1)C1CCCCN1,active,286.246,5.019200000000004,1.0,1.0,6.251811972993799
CHEMBL220195,COC(=O)C(c1ccc(Cl)c(Cl)c1)C1CCCCN1,active,302.2010000000001,3.392100000000002,1.0,3.0,6.267606240177032
CHEMBL220247,CC(C)CC(c1ccc(Cl)cc1)C1CCCCN1,active,265.8279999999999,4.611800000000004,1.0,1.0,6.267606240177032
CHEMBL219116,COC(=O)C(c1ccc(Cl)cc1)C1CCCCN1,inactive,267.7559999999999,2.7387000000000006,1.0,3.0,2.0
CHEMBL219335,CC(C)CC(c1cccc(Cl)c1)C1CCCCN1,active,265.8279999999999,4.611800000000004,1.0,1.0,6.060480747381382
CHEMBL219281,Clc1ccc(C(CCc2ccccc2)C2CCCCN2)cc1,active,313.87200000000007,5.198500000000005,1.0,1.0,6.6777807052660805
CHEMBL218999,CC(C)CC(c1ccc(Cl)c(Cl)c1)C1CCCCN1,active,300.273,5.2652000000000045,1.0,1.0,6.5376020021010435
CHEMBL374634,CCCCC(c1ccc(Cl)c(Cl)c1)C1CCCCN1,active,300.273,5.409300000000004,1.0,1.0,6.259637310505756
CHEMBL219649,CCCC(c1ccc(Cl)c(Cl)c1)C1CCCCN1,active,286.246,5.019200000000004,1.0,1.0,6.7447274948966935
CHEMBL2096861,COC(=O)[C@H]1C2CCC(C[C@@H]1c1ccc(C)cc1)N2C,inactive,273.37600000000003,2.734320000000001,0.0,3.0,5.0
CHEMBL2096860,COC(=O)[C@H]1C2CCC(C[C@@H]1c1ccc(I)cc1)N2C,active,385.245,3.0305000000000017,0.0,3.0,7.178486471595227
CHEMBL2096859,COC(=O)[C@H]1C2CCC(C[C@@H]1c1ccc(Br)cc1)N2C,active,338.245,3.1884000000000015,0.0,3.0,6.2441251443275085
CHEMBL2096857,COC(=O)[C@H]1C2CCC(C[C@@H]1c1ccc(F)cc1)N2C,inactive,277.339,2.5650000000000004,0.0,3.0,5.0
CHEMBL2096856,COC(=O)[C@H]1C2CCC(C[C@@H]1c1ccccc1)N2C,inactive,259.34900000000005,2.4259000000000004,0.0,3.0,5.0
CHEMBL375889,COC(=O)[C@@H]1C2CCC(C[C@H]1c1ccc(I)cc1)N2C,active,385.245,3.0305000000000017,0.0,3.0,7.187755303199631
CHEMBL224819,COC(=O)[C@@H]1C2CCC(C[C@H]1c1ccc(Br)cc1)N2C,active,338.245,3.1884000000000015,0.0,3.0,7.075720713938118
CHEMBL375888,COC(=O)[C@@H]1C2CCC(C[C@H]1c1ccc(Cl)cc1)N2C,active,293.79400000000004,3.0793000000000017,0.0,3.0,7.275724130399211
CHEMBL312037,COC(=O)[C@@H]1C2CC[C@H](C[C@@H]1c1ccc(C)cc1)N2C,active,273.37600000000003,2.734320000000001,0.0,3.0,6.619788758288394
CHEMBL311347,COC(=O)[C@@H]1C2CC[C@H](C[C@@H]1c1ccc(I)cc1)N2C,active,385.245,3.0305000000000017,0.0,3.0,8.37571790416433
CHEMBL218082,COC(=O)[C@@H]1C2CCC(C[C@@H]1c1ccc(Br)cc1)N2C,active,338.245,3.1884000000000015,0.0,3.0,7.97469413473523
CHEMBL610897,COC(=O)C1C2CC[C@H](C[C@@H]1c1ccc(Cl)cc1)N2C,active,293.79400000000004,3.0793000000000017,0.0,3.0,7.351639989019068
CHEMBL2079586,COC(=O)[C@H]1[C@@H](c2ccc(F)cc2)C[C@H]2CC[C@H]1N2C,active,277.33899999999994,2.5650000000000004,0.0,3.0,6.1598939055432425
CHEMBL225235,Cc1ccc([C@H]2CC3CCC([C@H]2c2ccc(F)cc2)N3C)cc1,active,309.42800000000005,4.868020000000004,0.0,1.0,7.0
CHEMBL388825,COc1ccc([C@@H]2C3CCC(C[C@H]2c2ccc(C)cc2)N3C)cc1OC,inactive,351.49000000000007,4.746120000000004,0.0,3.0,4.790484985457369
CHEMBL388605,COc1ccc([C@@H]2C3CCC(C[C@@H]2c2ccc(C)cc2)N3C)cc1OC,inactive,351.49000000000007,4.746120000000004,0.0,3.0,4.863279432843593
CHEMBL426178,Cc1ccc([C@H]2C3CCC(C[C@H]2c2ccc(C)cc2)N3C)cc1,inactive,305.46500000000003,5.037340000000004,0.0,1.0,5.0
CHEMBL2096876,Cc1ccc([C@H]2C3CCC(C[C@H]2c2ccccc2)N3C)cc1,inactive,291.43800000000005,4.728920000000004,0.0,1.0,4.958607314841775
CHEMBL387758,Cc1ccc([C@@H]2C3CCC(C[C@@H]2c2ccccc2)N3C)cc1,inactive,291.43800000000005,4.728920000000004,0.0,1.0,4.346787486224656
CHEMBL2096875,Cc1ccc([C@@H]2CC3CCC([C@@H]2c2ccccc2)N3C)cc1,inactive,291.43800000000005,4.728920000000004,0.0,1.0,4.795880017344075
CHEMBL2096874,CN1C2CCC1[C@H](c1ccccc1)[C@H](c1ccccc1)C2,inactive,277.41100000000006,4.420500000000003,0.0,1.0,4.3872161432802645
CHEMBL388850,CN1C2CCC1[C@@H](c1ccccc1)[C@@H](c1ccccc1)C2,inactive,277.41100000000006,4.420500000000003,0.0,1.0,4.6777807052660805
CHEMBL312037,COC(=O)[C@@H]1C2CC[C@H](C[C@@H]1c1ccc(C)cc1)N2C,active,273.37600000000003,2.734320000000001,0.0,3.0,6.619788758288394
CHEMBL72,CNCCCN1c2ccccc2CCc2ccccc21,active,266.388,3.5328000000000026,1.0,2.0,6.966576244513051
CHEMBL72,CNCCCN1c2ccccc2CCc2ccccc21,active,266.388,3.5328000000000026,1.0,2.0,7.280668713016273
CHEMBL2113279,COc1ccc(-c2cnc([C@H]3[C@@H](c4ccc(C)cc4)C[C@@H]4CC[C@H]3N4C)s2)cc1OC,inactive,434.60500000000025,5.869620000000006,0.0,5.0,5.0
CHEMBL229381,Cc1ccc([C@H]2C[C@@H]3CC[C@H]([C@H]2c2ncc(-c4ccc(Cl)cc4)s2)N3C)cc1,active,408.99800000000005,6.505820000000005,0.0,3.0,6.423658649794207
CHEMBL283899,CN1CC=C(c2c[nH]c3ccc(C#N)cc23)CC1,active,237.30599999999998,2.7584800000000014,1.0,2.0,7.721246399047171
CHEMBL234291,Cc1ccc2[nH]cc(C3=CCC(N(C)C)CC3)c2c1,active,254.37699999999998,3.9738200000000026,1.0,1.0,6.113509274827518
CHEMBL394356,COc1ccc2[nH]cc(C3=CCC(N(C)C)CC3)c2c1,active,270.376,3.674000000000002,1.0,2.0,6.823908740944319
CHEMBL234928,CN(C)C1CC=C(c2c[nH]c3ccc(Cl)cc23)CC1,active,274.7950000000001,4.318800000000003,1.0,1.0,7.721246399047171
CHEMBL396540,CN(C)C1CC=C(c2c[nH]c3ccc(Br)cc23)CC1,active,319.2460000000001,4.427900000000003,1.0,1.0,8.275724130399212
CHEMBL234927,CN(C)C1CC=C(c2c[nH]c3ccc(F)cc23)CC1,active,258.34,3.8045000000000018,1.0,1.0,7.853871964321762
CHEMBL396537,CN(C)C1CC=C(c2c[nH]c3ccc([N+](=O)[O-])cc23)CC1,active,285.3470000000001,3.5736000000000026,1.0,3.0,9.0
CHEMBL234706,CN(C)[C@H]1CC=C(c2c[nH]c3ccc(C#N)cc23)CC1,active,265.36,3.5370800000000022,1.0,2.0,9.142667503568731
CHEMBL234705,CN(C)[C@@H]1CC=C(c2c[nH]c3ccc(C#N)cc23)CC1,active,265.36,3.5370800000000022,1.0,2.0,8.958607314841775
CHEMBL390432,CN(C)C1CC=C(c2c[nH]c3ccc(C#N)cc23)CC1,active,265.36,3.5370800000000022,1.0,2.0,8.795880017344075
CHEMBL442534,Cc1ccc2[nH]cc(C3=CCN(C)CC3)c2c1,active,226.32299999999998,3.1952200000000017,1.0,1.0,6.040958607678906
CHEMBL285777,COc1ccc2[nH]cc(C3=CCN(C)CC3)c2c1,active,242.32199999999995,2.8954000000000013,1.0,2.0,6.136677139879544
CHEMBL26655,CN1CC=C(c2c[nH]c3ccccc23)CC1,active,212.296,2.886800000000001,1.0,1.0,6.161150909262744
CHEMBL283185,CN1CC=C(c2c[nH]c3ccc(Cl)cc23)CC1,active,246.74099999999999,3.5402000000000013,1.0,1.0,6.619788758288394
CHEMBL27227,CN1CC=C(c2c[nH]c3ccc(Br)cc23)CC1,active,291.1920000000001,3.649300000000002,1.0,1.0,6.6777807052660805
CHEMBL27025,CN1CC=C(c2c[nH]c3ccc(F)cc23)CC1,active,230.28599999999997,3.025900000000002,1.0,1.0,6.795880017344075
CHEMBL283416,CN1CC=C(c2c[nH]c3ccc([N+](=O)[O-])cc23)CC1,active,257.293,2.795000000000001,1.0,3.0,7.3979400086720375
CHEMBL231809,CN(C)C1CC=C(c2c[nH]c3ccccc23)CC1,active,240.34999999999997,3.6654000000000018,1.0,1.0,8.508638306165727
CHEMBL234706,CN(C)[C@H]1CC=C(c2c[nH]c3ccc(C#N)cc23)CC1,active,265.36,3.5370800000000022,1.0,2.0,9.397940008672037
CHEMBL390432,CN(C)C1CC=C(c2c[nH]c3ccc(C#N)cc23)CC1,active,265.36,3.5370800000000022,1.0,2.0,9.468521082957745
CHEMBL234705,CN(C)[C@@H]1CC=C(c2c[nH]c3ccc(C#N)cc23)CC1,active,265.36,3.5370800000000022,1.0,2.0,9.2518119729938
CHEMBL395931,Clc1cccc(CN(CC2CC2)[C@@H]2CCNC2)c1Cl,active,299.245,3.567300000000002,1.0,2.0,8.397940008672037
CHEMBL246519,Fc1ccc(CN(C2CCOCC2)[C@H]2CCNC2)c(F)c1F,active,314.35099999999994,2.4468000000000005,1.0,3.0,7.823908740944319
CHEMBL245687,c1ccc(-c2ccccc2CN(C2CCOCC2)[C@H]2CCNC2)cc1,active,336.47900000000004,3.6965000000000012,1.0,3.0,6.3979400086720375
CHEMBL442272,FC(F)(F)c1ccccc1CN(C1CCOCC1)[C@H]1CCNC1,active,328.3780000000001,3.0483000000000002,1.0,3.0,7.6777807052660805
CHEMBL397392,Cc1ccccc1CN(C1CCOCC1)[C@H]1CCNC1,active,274.40799999999996,2.3379200000000004,1.0,3.0,7.5376020021010435
CHEMBL245492,Fc1cccc(CN(C2CCOCC2)[C@H]2CCNC2)c1C(F)(F)F,active,346.368,3.187400000000001,1.0,3.0,7.619788758288394
CHEMBL247538,COc1cccc(CN(C2CCOCC2)[C@H]2CCNC2)c1C,active,304.43399999999997,2.34652,1.0,4.0,7.958607314841775
CHEMBL391143,Cc1c(CN(C2CCOCC2)[C@H]2CCNC2)cccc1C(F)(F)F,active,342.405,3.356720000000001,1.0,3.0,7.886056647693163
CHEMBL247341,Cc1c(Cl)cccc1CN(C1CCOCC1)[C@H]1CCNC1,active,308.853,2.99132,1.0,3.0,7.958607314841775
CHEMBL247340,Cc1cccc(CN(C2CCOCC2)[C@H]2CCNC2)c1Cl,active,308.85299999999995,2.991320000000001,1.0,3.0,8.301029995663981
CHEMBL1175,CNCC[C@H](Oc1cccc2ccccc12)c1cccs1,active,297.423,4.630900000000003,1.0,3.0,8.221848749616356
CHEMBL247733,Cc1cccc(CN(C2CCOCC2)[C@H]2CCNC2)c1C,active,288.435,2.6463400000000012,1.0,3.0,8.045757490560675
CHEMBL395408,Cc1cccc(CN(C2CCOCC2)[C@@H]2CCNC2)c1C,active,288.435,2.6463400000000012,1.0,3.0,7.366531544420414
CHEMBL245482,Cc1cccc(CN(Cc2ccccn2)[C@H]2CCNC2)c1C,active,295.4300000000001,3.062540000000001,1.0,3.0,8.096910013008056
CHEMBL392016,Cc1cccc(CN(Cc2ccccn2)[C@@H]2CCNC2)c1C,active,295.4300000000001,3.062540000000001,1.0,3.0,7.823908740944319
CHEMBL245880,Clc1cccc(CN(C2CCOCC2)[C@H]2CCNC2)c1Cl,active,329.27099999999996,3.3363000000000014,1.0,3.0,8.0
CHEMBL391806,Clc1cccc(CN(Cc2ccccn2)[C@H]2CCNC2)c1Cl,active,336.2660000000001,3.7525000000000013,1.0,3.0,8.301029995663981
CHEMBL440230,Clc1cccc(CN(Cc2ccccn2)[C@@H]2CCNC2)c1Cl,active,336.2660000000001,3.7525000000000013,1.0,3.0,8.522878745280337
CHEMBL246920,Clc1cccc(CN(CC2CC2)[C@H]2CCNC2)c1Cl,active,299.245,3.567300000000002,1.0,2.0,8.221848749616356
CHEMBL360575,CN(C)CCCc1c[nH]c2ccccc12,active,202.30100000000002,2.6621000000000006,1.0,1.0,7.236572006437063
CHEMBL401417,CN(C)CC1CC1c1ccc2cc(C#N)c(C#N)cc2c1,active,275.355,3.248260000000002,0.0,3.0,8.229147988357855
CHEMBL249134,CN(C)CC1CC1c1ccc2cc(C#N)ccc2c1,active,250.345,3.3765800000000024,0.0,2.0,7.886056647693163
CHEMBL248932,CN(C)CC1CC1c1ccc2ccc(C#N)cc2c1,active,250.345,3.3765800000000024,0.0,2.0,7.080921907623926
CHEMBL250962,CCN(CC)CC1CC1c1ccc2ccccc2c1,active,253.389,4.2851000000000035,0.0,1.0,6.259637310505756
CHEMBL250764,CCN(C)CC1CC1c1ccc2ccccc2c1,active,239.36200000000002,3.895000000000003,0.0,1.0,6.508638306165727
CHEMBL249951,CN(C)CC1CC1c1ccc2ccccc2c1,active,225.335,3.504900000000002,0.0,1.0,6.853871964321762
CHEMBL249951,CN(C)CC1CC1c1ccc2ccccc2c1,active,225.335,3.504900000000002,0.0,1.0,8.065501548756432
CHEMBL249951,CN(C)CC1CC1c1ccc2ccccc2c1,active,225.335,3.504900000000002,0.0,1.0,8.065501548756432
CHEMBL249331,CNCC1CC1c1ccc2ccccc2c1,active,211.308,3.162700000000002,1.0,1.0,7.2839966563652006
CHEMBL249329,CN(C)CC1CC1c1cccc2c(C#N)cccc12,active,250.345,3.3765800000000024,0.0,2.0,7.318758762624412
CHEMBL249328,CN(Cc1ccccc1)CC1CC1c1cccc2cc(C#N)ccc12,active,326.44300000000004,4.946980000000004,0.0,2.0,7.795880017344075
CHEMBL398965,N#Cc1ccc2c(C3CC3CN3CCCC3)cccc2c1,active,276.3829999999999,3.9107800000000026,0.0,2.0,7.292429823902063
CHEMBL249123,CCN(CC)CC1CC1c1cccc2cc(C#N)ccc12,active,278.399,4.156780000000004,0.0,2.0,7.173925197299173
CHEMBL401347,CN(C)CC1CC1c1cccc2cc(C#N)ccc12,active,250.345,3.3765800000000024,0.0,2.0,8.387216143280265
CHEMBL249121,CCNCC1CC1c1cccc2cc(C#N)ccc12,active,250.345,3.4244800000000017,1.0,2.0,7.431798275933005
CHEMBL248917,CNCC1CC1c1cccc2cc(C#N)ccc12,active,236.31799999999998,3.0343800000000014,1.0,2.0,7.769551078621726
CHEMBL399778,CCN(CC)CC1CC1c1cccc2ccccc12,active,253.389,4.2851000000000035,0.0,1.0,6.920818753952375
CHEMBL251763,CCN(C)CC1CC1c1cccc2ccccc12,active,239.36200000000002,3.895000000000003,0.0,1.0,7.236572006437063
CHEMBL399147,CN(C)CC1CC1c1cccc2ccccc12,active,225.335,3.504900000000003,0.0,1.0,6.769551078621726
CHEMBL399147,CN(C)CC1CC1c1cccc2ccccc12,active,225.335,3.504900000000003,0.0,1.0,7.7447274948966935
CHEMBL399147,CN(C)CC1CC1c1cccc2ccccc12,active,225.335,3.504900000000003,0.0,1.0,7.823908740944319
CHEMBL399947,CNCC1CC1c1cccc2ccccc12,active,211.308,3.162700000000002,1.0,1.0,7.050609993355087
CHEMBL402268,CN(C)CC1CC1c1cncc2ccccc12,active,226.32299999999998,2.8999000000000015,0.0,2.0,6.0
CHEMBL249107,CN(C)CC1CC1c1cnc2ccccc2c1,active,226.32299999999998,2.8999000000000015,0.0,2.0,6.886056647693163
CHEMBL249161,CN(C)CC1CC1c1csc2ccccc12,active,231.36399999999998,3.5664000000000025,0.0,2.0,6.823908740944319
CHEMBL249161,CN(C)CC1CC1c1csc2ccccc12,active,231.36399999999998,3.5664000000000025,0.0,2.0,7.259637310505756
CHEMBL249161,CN(C)CC1CC1c1csc2ccccc12,active,231.36399999999998,3.5664000000000025,0.0,2.0,7.6020599913279625
CHEMBL401852,CN(C)CC1CC1c1cnc2ccccn12,active,215.29999999999998,1.9993999999999998,0.0,3.0,6.0
CHEMBL251377,CN(C)CC1CC1c1c[nH]c2ncccc12,active,215.29999999999998,2.2279999999999998,1.0,2.0,6.3872161432802645
CHEMBL251576,CN(C)CC1CC1c1n[nH]c2ccc(C#N)cc12,active,240.31,2.0996799999999993,1.0,3.0,7.1487416512809245
CHEMBL196468,CN(C)C[C@H]1C[C@@H]1c1c[nH]c2ccc(C#N)cc12,active,239.32199999999997,2.7046800000000006,1.0,2.0,9.318758762624412
CHEMBL1162965,CN(C)CC1CC1c1c[nH]c2ccc(C#N)cc12,active,239.32199999999997,2.7046800000000006,1.0,2.0,8.958607314841775
CHEMBL198019,CN(C)C[C@H]1C[C@@H]1c1c[nH]c2ccc(F)cc12,active,232.30199999999996,2.972100000000001,1.0,1.0,8.387216143280265
CHEMBL249958,CN(C)C[C@H]1C[C@@H]1c1c[nH]c2ccccc12,active,214.31199999999998,2.833000000000001,1.0,1.0,7.00436480540245
CHEMBL180630,CN(C)CCCc1c[nH]c2ccc(C#N)cc12,active,227.311,2.53378,1.0,2.0,8.698970004336019
